Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,AspectRatio,CameraDepth,FOV,EyeConvergence,Velocity,
02-33-27-574, 1, 0, 1, 0, 0, 0, 180, 0, 1.777778, -1, 60, 10, 0
02-33-31-551, 2, 0.03506751, 0.9728906, 0.1970906, -0.1157992, 336.9449, 193.2886, 1.406671, 1.777778, -1, 110.0686, 10, 68.07202
02-33-31-640, 3, 0.02737824, 0.9690925, 0.2266706, -0.09343719, 333.6121, 190.854, 0.6847195, 1.777778, -1, 110.0686, 10, 53.55012
02-33-31-718, 4, 0.03532161, 0.9678136, 0.2312915, -0.09270152, 332.9838, 190.5489, 1.639411, 1.777778, -1, 110.0686, 10, 0.02771553
02-33-31-752, 5, 0.04078401, 0.9666986, 0.234817, -0.09322777, 332.5097, 190.4628, 2.265632, 1.777778, -1, 110.0686, 10, 0.03431339
02-33-31-840, 6, 0.04343306, 0.9662173, 0.2362402, -0.09342498, 332.3134, 190.4109, 2.575454, 1.777778, -1, 110.0686, 10, 0.01201233
02-33-31-874, 7, 0.04862028, 0.964619, 0.2394325, -0.09908716, 331.8645, 190.9747, 3.012949, 1.777778, -1, 110.0686, 10, 0.1108797
02-33-31-911, 8, 0.04967979, 0.9639035, 0.2407847, -0.1021992, 331.6836, 191.3396, 3.031514, 1.777778, -1, 110.0686, 10, 0.00851989
02-33-31-950, 9, 0.05078223, 0.9632748, 0.241314, -0.1062567, 331.5954, 191.8215, 3.03371, 1.777778, -1, 110.0686, 10, 0.04291095
02-33-31-983, 10, 0.05177376, 0.9625604, 0.241454, -0.1117904, 331.5492, 192.4939, 2.978537, 1.777778, -1, 110.0686, 10, 0.05885362
02-33-32-016, 11, 0.0521351, 0.9616151, 0.2418211, -0.1187475, 331.4804, 193.369, 2.794416, 1.777778, -1, 110.0686, 10, 0.08566763
02-33-32-050, 12, 0.05215941, 0.9604878, 0.2420768, -0.1270483, 331.4271, 194.4271, 2.524758, 1.777778, -1, 110.0686, 10, 0.1024661
